"No","Title_en","OctetNo","Contents_en","Note_en","Status"
845.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","61-64","Scaled value of distance of the cluster from ensemble mean",,"Operational"
846.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","65-66","Year of end of overall time interval",,"Operational"
847.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","67","Month of end of overall time interval",,"Operational"
848.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","68","Day of end of overall time interval",,"Operational"
849.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","69","Hour of end of overall time interval",,"Operational"
850.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","70","Minute of end of overall time interval",,"Operational"
851.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","71","Second of end of overall time interval",,"Operational"
852.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","72","n - number of time range specifications describing the time intervals used to calculate the statistically processed field",,"Operational"
853.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","73-76","Total number of data values missing in statistical process",,"Operational"
854.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"77-88   Specification of the outermost (or only) time range over which statistical processing is done",,"Operational"
855.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","77","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)","Operational"
856.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","78","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)","Operational"
857.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","79","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)","Operational"
858.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","80-83","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Operational"
859.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","84","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)","Operational"
860.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","85-88","Time increment between successive fields, in units defined by the previous octet","(see Notes 3 and 4)","Operational"
861.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval",,"89-nn   These octets are included only if n > 1, where nn = 76 + 12 x n",,"Operational"
862.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","89-110","As octets 77 to 88, next innermost step of processing",,"Operational"
863.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","111-nn","Additional time range specifications, included in accordance with the value of n. Contents as octets 77 to 88, repeated as necessary",,"Operational"
864.00,"Product definition template 4.14 - derived forecasts based on a cluster of ensemble members over a circular area at a horizontal level or in a horizontal layer in a continuous or non-continuous time interval","(nn+1)-(nn+NC)","List of NC ensemble forecast numbers (NC is given in octet 54)",,"Operational"
865.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","10","Parameter category","(see Code table 4.1)","Operational"
866.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","11","Parameter number","(see Code table 4.2)","Operational"
867.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","12","Type of generating process","(see Code table 4.3)","Operational"
868.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","13","Background generating process identifier (defined by originating centre)",,"Operational"
869.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","14","Analysis or forecast generating process identifier (defined by originating centre)",,"Operational"
870.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","15-16","Hours of observational data cut-off after reference time","(see Note)","Operational"
871.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","17","Minutes of observational data cut-off after reference time",,"Operational"
872.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","18","Indicator of unit of time range","(see Code table 4.4)","Operational"
873.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","19-22","Forecast time in units defined by octet 18",,"Operational"
874.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","23","Type of first fixed surface","(see Code table 4.5)","Operational"
875.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","24","Scale factor of first fixed surface",,"Operational"
876.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","25-28","Scaled value of first fixed surface",,"Operational"
877.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","29","Type of second fixed surface","(see Code table 4.5)","Operational"
878.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","30","Scale factor of second fixed surface",,"Operational"
879.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","31-34","Scaled value of second fixed surface",,"Operational"
880.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","35","Statistical process used within the spatial area defined by octet 36","(see Code table 4.10)","Operational"
881.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","36","Type of spatial processing used to arrive at given data value from the source data","(see Code table 4.15)","Operational"
882.00,"Product definition template 4.15 - average, accumulation, extreme values, or other statistically processed values over a spatial area at a horizontal level or in a horizontal layer at a point in time","37","Number of data points used in spatial processing defined in octet 36",,"Operational"
883.00,"Product definition template 4.20 - radar product","10","Parameter category","(see Code table 4.1)","Operational"
884.00,"Product definition template 4.20 - radar product","11","Parameter number","(see Code table 4.2)","Operational"
885.00,"Product definition template 4.20 - radar product","12","Type of generating process","(see Code table 4.3)","Operational"
886.00,"Product definition template 4.20 - radar product","13","Number of radar sites used",,"Operational"
887.00,"Product definition template 4.20 - radar product","14","Indicator of unit of time range",,"Operational"
888.00,"Product definition template 4.20 - radar product","15-18","Site latitude (in 10-6 degree)",,"Operational"
889.00,"Product definition template 4.20 - radar product","19-22","Site longitude (in 10-6 degree)",,"Operational"
890.00,"Product definition template 4.20 - radar product","23-24","Site elevation (metres)",,"Operational"
891.00,"Product definition template 4.20 - radar product","25-28","Site ID (alphanumeric)",,"Operational"
892.00,"Product definition template 4.20 - radar product","29-30","Site ID (numeric)",,"Operational"
893.00,"Product definition template 4.20 - radar product","31","Operating mode","(see Code table 4.12)","Operational"
894.00,"Product definition template 4.20 - radar product","32","Reflectivity calibration constant (tenths of dB)",,"Operational"
895.00,"Product definition template 4.20 - radar product","33","Quality control indicator","(see Code table 4.13)","Operational"
896.00,"Product definition template 4.20 - radar product","34","Clutter filter indicator","(see Code table 4.14)","Operational"
897.00,"Product definition template 4.20 - radar product","35","Constant antenna elevation angle (tenths of degree true)",,"Operational"
898.00,"Product definition template 4.20 - radar product","36-37","Accumulation interval (minutes)",,"Operational"
899.00,"Product definition template 4.20 - radar product","38","Reference reflectivity for echo top (dB)",,"Operational"
900.00,"Product definition template 4.20 - radar product","39-41","Range bin spacing (metres)",,"Operational"
901.00,"Product definition template 4.20 - radar product","42-43","Radial angular spacing (tenths of degree true)",,"Operational"
902.00,"Product definition template 4.30 - satellite product","10","Parameter category","(see Code table 4.1)","Deprecated"
903.00,"Product definition template 4.30 - satellite product","11","Parameter number","(see Code table 4.2)","Deprecated"
904.00,"Product definition template 4.30 - satellite product","12","Type of generating process","(see Code table 4.3)","Deprecated"
905.00,"Product definition template 4.30 - satellite product","13","Observation generating process identifier (defined by originating centres)",,"Deprecated"
906.00,"Product definition template 4.30 - satellite product","14","Number of contributing spectral bands (NB)",,"Deprecated"
907.00,"Product definition template 4.30 - satellite product",,"15-   Repeat the following 10 octets for each contributing band (nb = 1, NB)",,"Deprecated"
908.00,"Product definition template 4.30 - satellite product","(15+10(nb-1))-(16+10(nb-1))","Satellite series of band nb (code table defined by originating/generating centre)",,"Deprecated"
909.00,"Product definition template 4.30 - satellite product","(17+10(nb-1))-(18+10(nb-1))","Satellite numbers of band nb (code table defined by originating/generating centre)",,"Deprecated"
910.00,"Product definition template 4.30 - satellite product","(19+10(nb-1))","Instrument types of band nb (code table defined by originating/generating centre)",,"Deprecated"
911.00,"Product definition template 4.30 - satellite product","(20+10(nb-1))","Scale factor of central wave number of band nb",,"Deprecated"
912.00,"Product definition template 4.30 - satellite product","(21+10(nb-1))-(24+10(nb-1))","Scaled value of central wave number of band nb (units: m-1)",,"Deprecated"
913.00,"Product definition template 4.31 - satellite product","10","Parameter category","(see Code table 4.1)","Operational"
914.00,"Product definition template 4.31 - satellite product","11","Parameter number","(see Code table 4.2)","Operational"
915.00,"Product definition template 4.31 - satellite product","12","Type of generating process","(see Code table 4.3)","Operational"
916.00,"Product definition template 4.31 - satellite product","13","Observation generating process identifier (defined by originating centres)",,"Operational"
917.00,"Product definition template 4.31 - satellite product","14","Number of contributing spectral bands (NB)",,"Operational"
918.00,"Product definition template 4.31 - satellite product",,"15-   Repeat the following 11 octets for each contributing band (nb = 1, NB)",,"Operational"
919.00,"Product definition template 4.31 - satellite product","(15+11(nb-1))-(16+11(nb-1))","Satellite series of band nb (code table defined by originating/generating centre)",,"Operational"
920.00,"Product definition template 4.31 - satellite product","(17+11(nb-1))-(18+11(nb-1))","Satellite numbers of band nb (code table defined by originating/generating centre)",,"Operational"
921.00,"Product definition template 4.31 - satellite product","(19+11(nb-1))-(20+11(nb-1))","Instrument types of band nb (code table defined by originating/generating centre)",,"Operational"
922.00,"Product definition template 4.31 - satellite product","(21+11(nb-1))","Scale factor of central wave number of band nb",,"Operational"
923.00,"Product definition template 4.31 - satellite product","(22+11(nb-1))-(25+11(nb-1))","Scaled value of central wave number of band nb (units: m-1)",,"Operational"
924.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","10","Parameter category","(see Code table 4.1)","Operational"
925.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","11","Parameter number","(see Code table 4.2)","Operational"
926.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","12","Type of generating process","(see Code table 4.3)","Operational"
927.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","13","Background generating process identifier (defined by originating centre)",,"Operational"
928.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","14","Analysis or forecast generating process identifier",,"Operational"
929.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","15-16","Hours of observational data cut-off after reference time","(see Note 2)","Operational"
930.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","17","Minutes of observational data cut-off after reference time",,"Operational"
931.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","18","Indicator of unit of time range","(see Code table 4.4)","Operational"
932.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","19-22","Forecast time in units defined by octet 18",,"Operational"
933.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","23","Number of contributing spectral bands (NB)",,"Operational"
934.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",,"24-   Repeat the following 11 octets for each contributing band (nb = 1, NB)",,"Operational"
935.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(24+11(nb-1))-(25+11(nb-1))","Satellite series of band nb (Code table defined by originating/generating centre)",,"Operational"
936.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(26+11(nb-1))-(27+11(nb-1))","Satellite number of band nb (Code table defined by originating/generating centre)",,"Operational"
937.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(28+11(nb-1))-(29+11(nb-1))","Instrument types of band nb (Code table defined by originating/generating centre)",,"Operational"
938.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(30 +11(nb-1))","Scale factor of central wave number of band nb",,"Operational"
939.00,"Product definition template 4.32 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(31+11(nb-1))-(34+11(nb-1))","Scaled value of central wave number of band nb (units: m-1)",,"Operational"
940.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","10","Parameter category","(see Code table 4.1)","Operational"
941.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","11","Parameter number","(see Code table 4.2)","Operational"
942.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","12","Type of generating process","(see Code table 4.3)","Operational"
943.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","13","Background generating process identifier (defined by originating centre)",,"Operational"
944.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","14","Analysis or forecast generating process identifier",,"Operational"
945.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","15-16","Hours of observational data cut-off after reference time","(see Note)","Operational"
946.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","17","Minutes of observational data cut-off after reference time",,"Operational"
947.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","18","Indicator of unit of time range","(see Code table 4.4)","Operational"
948.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","19-22","Forecast time in units defined by octet 18",,"Operational"
949.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","23","Number of contributing spectral bands (NB)",,"Operational"
950.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data",,"24-   Repeat the following 11 octets for each contributing band (nb = 1, NB)",,"Operational"
951.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(24+11(nb-1))-(25+11(nb-1))","Satellite series of band nb (code table defined by originating/generating centre)",,"Operational"
952.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(26+11(nb-1))-(27+11(nb-1))","Satellite number of band nb (code table defined by originating/generating centre)",,"Operational"
953.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(28+11(nb-1))-(29+11(nb-1))","Instrument types of band nb (code table defined by originating/generating centre)",,"Operational"
954.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(30+11(nb-1))","Scale factor of central wave number of band nb",,"Operational"
955.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(31+11(nb-1))-(34+11(nb-1))","Scaled value of central wave number of band nb (units: m-1)",,"Operational"
956.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(24+11NB)","Type of ensemble forecast","(see Code table 4.6)","Operational"
957.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(24+11NB+1)","Perturbation number",,"Operational"
958.00,"Product definition template 4.33 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer at a point in time for simulated (synthetic) satellite data","(24+11NB+2)","Number of forecasts in ensemble",,"Operational"
959.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","10","Parameter category","(see Code table 4.1)","Operational"
960.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","11","Parameter number","(see Code table 4.2)","Operational"
961.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","12","Type of generating process","(see Code table 4.3)","Operational"
962.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","13","Background generating process identifier (defined by originating centre)",,"Operational"
963.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","14","Analysis or forecast generating process identifier",,"Operational"
964.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","15-16","Hours of observational data cut-off after reference time","(see Note 1)","Operational"
965.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","17","Minutes of observational data cut-off after reference time",,"Operational"
966.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","18","Indicator of unit of time range","(see Code table 4.4)","Operational"
967.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","19-22","Forecast time in units defined by octet 18","(see Note 2)","Operational"
968.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","23","Number of contributing spectral bands (NB)",,"Operational"
969.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",,"24-   Repeat the following 11 octets for each contributing band (nb = 1, NB)",,"Operational"
970.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(24+11(nb-1))-(25+11(nb-1))","Satellite series of band nb (code table defined by originating/generating centre)",,"Operational"
971.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(26+11(nb-1))-(27+11(nb-1))","Satellite number of band nb (code table defined by originating/generating centre)",,"Operational"
972.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(28+11(nb-1))-(29+11(nb-1))","Instrument types of band nb (code table defined by originating/generating centre)",,"Operational"
973.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(30+11(nb-1))","Scale factor of central wave number of band nb",,"Operational"
974.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(31+11(nb-1))-(34+11(nb-1))","Scaled value of central wave number of band nb (units: m-1)",,"Operational"
975.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(24+11NB)","Type of ensemble forecast","(see Code table 4.6)","Operational"
976.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(25+11NB)","Perturbation number",,"Operational"
977.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(26+11NB)","Number of forecasts in ensemble",,"Operational"
978.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(27+11NB)-(28+11NB)","Year of end of overall time interval",,"Operational"
979.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(29+11NB)","Month of end of overall time interval",,"Operational"
980.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(30+11NB)","Day of end of overall time interval",,"Operational"
981.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(31+11NB)","Hour of end of overall time interval",,"Operational"
982.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(32+11NB)","Minute of end of overall time interval",,"Operational"
983.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(33+11NB)","Second of end of overall time interval",,"Operational"
984.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(34+11NB)","n - number of time range specifications describing the time intervals used to calculate the statistically processed field",,"Operational"
985.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(35+11NB)-(38+11NB)","Total number of data values missing in statistical process",,"Operational"
986.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data",,"(39+11NB)-   Repeat the following 12 octets for each time range spec (i = 1, n)",,"Operational"
987.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(39+11NB+12(i-1))","Statistical process used to calculate the processed field from the field at each time increment during the time range","(see Code table 4.10)","Operational"
988.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(40+11NB+12(i-1))","Type of time increment between successive fields used in the statistical processing","(see Code table 4.11)","Operational"
989.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(41+11NB+12(i-1))","Indicator of unit of time for time range over which statistical processing is done","(see Code table 4.4)","Operational"
990.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(42+11NB+12(i-1))-(45+11NB+12(i-1))","Length of the time range over which statistical processing is done, in units defined by the previous octet",,"Operational"
991.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(46+11NB+12(i-1))","Indicator of unit of time for the increment between the successive fields used","(see Code table 4.4)","Operational"
992.00,"Product definition template 4.34 - individual ensemble forecast, control and perturbed, at a horizontal level or in a horizontal layer, in a continuous or non-continuous interval for simulated (synthetic) satellite data","(47+11NB+12(i-1))-(50+11NB+12(i-1))","Time increment between successive fields, in units defined by the previous octet","(see Notes 3 and 4)","Operational"
993.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","10","Parameter category","(see Code table 4.1)","Operational"
994.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","11","Parameter number","(see Code table 4.2)","Operational"
995.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","12-13","Atmospheric chemical constituent type","(see Code table 4.230)","Operational"
996.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","14","Type of generating process","(see Code table 4.3)","Operational"
997.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","15","Background generating process identifier (defined by originating centre)",,"Operational"
998.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","16","Analysis or forecast generating process identifier (defined by originating centre)",,"Operational"
999.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","17-18","Hours of observational data cut-off after reference time","(see Note)","Operational"
1000.00,"Product definition template 4.40 - analysis or forecast at a horizontal level or in a horizontal layer at a point in time for atmospheric chemical constituents","19","Minutes of observational data cut-off after reference time",,"Operational"
