Title_en,OctetNo,Contents_en,Note_en,noteIDs,codeTable,flagTable,Status
"Anomalies, significance and other derived products as probability forecasts in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",53+NA*5,Month of start of reference period,,,,,Operational
"Anomalies, significance and other derived products as probability forecasts in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",54+NA*5,Day of start of reference period,,,,,Operational
"Anomalies, significance and other derived products as probability forecasts in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",55+NA*5,Hour of start of reference period,,,,,Operational
"Anomalies, significance and other derived products as probability forecasts in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",56+NA*5,Minute of start of reference period,,,,,Operational
"Anomalies, significance and other derived products as probability forecasts in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",57+NA*5,Second of start of reference period,,,,,Operational
"Anomalies, significance and other derived products as probability forecasts in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",(58+NA*5)-(61+NA*5),Sample size of reference period,,,,,Operational
"Anomalies, significance and other derived products as probability forecasts in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",62+NA*5,Number of reference period time range - NR,(see Note 3),165,,,Operational
"Anomalies, significance and other derived products as probability forecasts in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",,The next three entries are repeated NR times nr=1:NR,,,,,Operational
"Anomalies, significance and other derived products as probability forecasts in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",63+NA*5+(nr-1)*6,Type of statistical processing for time range for reference period,(see Code table 4.102),,4.102,,Operational
"Anomalies, significance and other derived products as probability forecasts in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",64+NA*5+(nr-1)*6,Indicator of unit of time range for reference period,(see Code table 4.4),,4.4,,Operational
"Anomalies, significance and other derived products as probability forecasts in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",(65+NA*5+(nr-1)*6)-(68+NA*5+(nr-1)*6),Length of time range for reference period,,,,,Operational
"Anomalies, significance and other derived products as probability forecasts in relation to a reference period at a horizontal level or in a horizontal layer at a point in time",,End of repeated NR sequence,,,,,Operational
